company_id,type,rule_id,text,confidence_pct
GRASIM,pro,PRO9,Strong earnings per share indicates healthy earnings quality.,80
HAL,con,CON2,Negative free cash flow raises concern about cash generation.,80
HAL,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
HAL,pro,PRO10,Return on equity indicates strengthening business quality.,78
HAL,pro,PRO12,Low leverage supports long-term sustainable growth.,80
HAL,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
HAL,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
HAL,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
HAL,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
HAL,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
HAL,pro,PRO9,Strong earnings per share indicates healthy earnings quality.,80
HAVELLS,con,CON11,High debt limits financial flexibility.,78
HAVELLS,con,CON2,Negative free cash flow raises concern about cash generation.,80
HAVELLS,con,CON4,Operating margin is relatively weak.,75
HAVELLS,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
HAVELLS,pro,PRO10,Return on equity indicates strengthening business quality.,78
HAVELLS,pro,PRO12,Low leverage supports long-term sustainable growth.,80
HAVELLS,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
HAVELLS,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
HAVELLS,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
HAVELLS,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
HCLTECH,con,CON11,High debt limits financial flexibility.,78
HCLTECH,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
HCLTECH,pro,PRO10,Return on equity indicates strengthening business quality.,78
HCLTECH,pro,PRO12,Low leverage supports long-term sustainable growth.,80
HCLTECH,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
HCLTECH,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
HCLTECH,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
HCLTECH,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
HCLTECH,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
HCLTECH,pro,PRO9,Strong earnings per share indicates healthy earnings quality.,80
HDFCBANK,con,CON1,Debt-to-equity ratio of 9.16 is elevated.,90
HDFCBANK,con,CON11,High debt limits financial flexibility.,78
HDFCBANK,con,CON2,Negative free cash flow raises concern about cash generation.,80
HDFCBANK,con,CON3,Interest coverage below 1.5x indicates debt servicing risk.,85
HDFCBANK,con,CON4,Operating margin is relatively weak.,75
HDFCBANK,con,CON6,Low interest coverage increases financial risk.,90
HDFCBANK,con,CON8,Debt levels are relatively high.,82
HDFCBANK,pro,PRO10,Return on equity indicates strengthening business quality.,78
HDFCBANK,pro,PRO11,"Profits are compounding faster than revenue, indicating operating leverage.",83
HDFCBANK,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
HDFCBANK,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
HDFCBANK,pro,PRO6,Net profit compounding above 20% creates significant shareholder value.,88
HDFCBANK,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
HDFCBANK,pro,PRO9,Strong earnings per share indicates healthy earnings quality.,80
HDFCLIFE,con,CON10,Low return on capital efficiency.,82
HDFCLIFE,con,CON2,Negative free cash flow raises concern about cash generation.,80
HDFCLIFE,con,CON5,Low return on equity indicates poor capital efficiency.,80
HDFCLIFE,con,CON9,Low earnings per share indicates weak profitability.,75
HDFCLIFE,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
HDFCLIFE,pro,PRO10,Return on equity indicates strengthening business quality.,78
HDFCLIFE,pro,PRO12,Low leverage supports long-term sustainable growth.,80
HDFCLIFE,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
HDFCLIFE,pro,PRO3,Debt-free balance sheet provides financial flexibility.,95
HDFCLIFE,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
HDFCLIFE,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
HDFCLIFE,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
HDFCLIFE,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
HEROMOTOCO,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
HEROMOTOCO,pro,PRO10,Return on equity indicates strengthening business quality.,78
HEROMOTOCO,pro,PRO12,Low leverage supports long-term sustainable growth.,80
HEROMOTOCO,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
HEROMOTOCO,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
HEROMOTOCO,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
HEROMOTOCO,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
HEROMOTOCO,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
HEROMOTOCO,pro,PRO9,Strong earnings per share indicates healthy earnings quality.,80
HINDALCO,con,CON10,Low return on capital efficiency.,82
HINDALCO,con,CON11,High debt limits financial flexibility.,78
HINDALCO,con,CON2,Negative free cash flow raises concern about cash generation.,80
HINDALCO,con,CON3,Interest coverage below 1.5x indicates debt servicing risk.,85
HINDALCO,con,CON5,Low return on equity indicates poor capital efficiency.,80
HINDALCO,con,CON6,Low interest coverage increases financial risk.,90
HINDALCO,con,CON8,Debt levels are relatively high.,82
HINDALCO,con,CON9,Low earnings per share indicates weak profitability.,75
HINDALCO,pro,PRO10,Return on equity indicates strengthening business quality.,78
HINDALCO,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
HINDALCO,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
HINDALCO,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
HINDALCO,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
HINDALCO,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
HINDALCO,pro,PRO9,Strong earnings per share indicates healthy earnings quality.,80
HINDUNILVR,con,CON11,High debt limits financial flexibility.,78
HINDUNILVR,con,CON7,Dividend payout above 100% appears unsustainable.,88
HINDUNILVR,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
HINDUNILVR,pro,PRO10,Return on equity indicates strengthening business quality.,78
HINDUNILVR,pro,PRO12,Low leverage supports long-term sustainable growth.,80
HINDUNILVR,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
HINDUNILVR,pro,PRO3,Debt-free balance sheet provides financial flexibility.,95
HINDUNILVR,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
HINDUNILVR,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
HINDUNILVR,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
HINDUNILVR,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
ICICIBANK,con,CON1,Debt-to-equity ratio of 7.09 is elevated.,90
ICICIBANK,con,CON10,Low return on capital efficiency.,82
ICICIBANK,con,CON11,High debt limits financial flexibility.,78
ICICIBANK,con,CON2,Negative free cash flow raises concern about cash generation.,80
ICICIBANK,con,CON3,Interest coverage below 1.5x indicates debt servicing risk.,85
ICICIBANK,con,CON4,Operating margin is relatively weak.,75
ICICIBANK,con,CON5,Low return on equity indicates poor capital efficiency.,80
ICICIBANK,con,CON6,Low interest coverage increases financial risk.,90
ICICIBANK,con,CON8,Debt levels are relatively high.,82
ICICIBANK,pro,PRO10,Return on equity indicates strengthening business quality.,78
ICICIBANK,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
ICICIBANK,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
ICICIBANK,pro,PRO9,Strong earnings per share indicates healthy earnings quality.,80
ICICIGI,con,CON2,Negative free cash flow raises concern about cash generation.,80
ICICIGI,con,CON3,Interest coverage below 1.5x indicates debt servicing risk.,85
ICICIGI,con,CON4,Operating margin is relatively weak.,75
ICICIGI,con,CON6,Low interest coverage increases financial risk.,90
ICICIGI,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
ICICIGI,pro,PRO10,Return on equity indicates strengthening business quality.,78
ICICIGI,pro,PRO12,Low leverage supports long-term sustainable growth.,80
ICICIGI,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
ICICIGI,pro,PRO3,Debt-free balance sheet provides financial flexibility.,95
ICICIGI,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
ICICIGI,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
ICICIGI,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
ICICIGI,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
ICICIPRULI,con,CON10,Low return on capital efficiency.,82
ICICIPRULI,con,CON11,High debt limits financial flexibility.,78
ICICIPRULI,con,CON2,Negative free cash flow raises concern about cash generation.,80
ICICIPRULI,con,CON4,Operating margin is relatively weak.,75
ICICIPRULI,con,CON5,Low return on equity indicates poor capital efficiency.,80
ICICIPRULI,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
ICICIPRULI,pro,PRO10,Return on equity indicates strengthening business quality.,78
ICICIPRULI,pro,PRO12,Low leverage supports long-term sustainable growth.,80
ICICIPRULI,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
ICICIPRULI,pro,PRO3,Debt-free balance sheet provides financial flexibility.,95
ICICIPRULI,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
ICICIPRULI,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
ICICIPRULI,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
ICICIPRULI,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
INDIGO,con,CON1,Debt-to-equity ratio of 2.50 is elevated.,90
INDIGO,con,CON10,Low return on capital efficiency.,82
INDIGO,con,CON2,Negative free cash flow raises concern about cash generation.,80
INDIGO,con,CON4,Operating margin is relatively weak.,75
INDIGO,con,CON5,Low return on equity indicates poor capital efficiency.,80
INDIGO,con,CON7,Dividend payout above 100% appears unsustainable.,88
INDIGO,con,CON8,Debt levels are relatively high.,82
INDIGO,con,CON9,Low earnings per share indicates weak profitability.,75
INDIGO,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
INDIGO,pro,PRO10,Return on equity indicates strengthening business quality.,78
INDIGO,pro,PRO12,Low leverage supports long-term sustainable growth.,80
INDIGO,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
INDIGO,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
INDIGO,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
INDIGO,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
INDIGO,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
INDIGO,pro,PRO9,Strong earnings per share indicates healthy earnings quality.,80
INDUSINDBK,con,CON1,Debt-to-equity ratio of 8.33 is elevated.,90
INDUSINDBK,con,CON10,Low return on capital efficiency.,82
INDUSINDBK,con,CON11,High debt limits financial flexibility.,78
INDUSINDBK,con,CON2,Negative free cash flow raises concern about cash generation.,80
INDUSINDBK,con,CON3,Interest coverage below 1.5x indicates debt servicing risk.,85
INDUSINDBK,con,CON4,Operating margin is relatively weak.,75
INDUSINDBK,con,CON5,Low return on equity indicates poor capital efficiency.,80
INDUSINDBK,con,CON6,Low interest coverage increases financial risk.,90
INDUSINDBK,con,CON8,Debt levels are relatively high.,82
INDUSINDBK,pro,PRO10,Return on equity indicates strengthening business quality.,78
INDUSINDBK,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
INDUSINDBK,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
INDUSINDBK,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
INDUSINDBK,pro,PRO9,Strong earnings per share indicates healthy earnings quality.,80
INFY,con,CON11,High debt limits financial flexibility.,78
INFY,con,CON12,Revenue growth below 5% suggests limited business momentum.,85
INFY,con,CON2,Negative free cash flow raises concern about cash generation.,80
INFY,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
INFY,pro,PRO10,Return on equity indicates strengthening business quality.,78
INFY,pro,PRO11,"Profits are compounding faster than revenue, indicating operating leverage.",83
INFY,pro,PRO12,Low leverage supports long-term sustainable growth.,80
INFY,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
INFY,pro,PRO3,Debt-free balance sheet provides financial flexibility.,95
INFY,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
INFY,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
INFY,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
INFY,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
INFY,pro,PRO9,Strong earnings per share indicates healthy earnings quality.,80
IOC,con,CON10,Low return on capital efficiency.,82
IOC,con,CON11,High debt limits financial flexibility.,78
IOC,con,CON2,Negative free cash flow raises concern about cash generation.,80
IOC,con,CON4,Operating margin is relatively weak.,75
IOC,con,CON5,Low return on equity indicates poor capital efficiency.,80
IOC,con,CON9,Low earnings per share indicates weak profitability.,75
IOC,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
IOC,pro,PRO10,Return on equity indicates strengthening business quality.,78
IOC,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
IOC,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
IOC,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
IOC,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
IRCTC,con,CON2,Negative free cash flow raises concern about cash generation.,80
IRCTC,con,CON9,Low earnings per share indicates weak profitability.,75
IRCTC,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
IRCTC,pro,PRO10,Return on equity indicates strengthening business quality.,78
IRCTC,pro,PRO12,Low leverage supports long-term sustainable growth.,80
IRCTC,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
IRCTC,pro,PRO3,Debt-free balance sheet provides financial flexibility.,95
IRCTC,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
IRCTC,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
IRCTC,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
IRCTC,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
IRFC,con,CON1,Debt-to-equity ratio of 7.59 is elevated.,90
IRFC,con,CON10,Low return on capital efficiency.,82
IRFC,con,CON11,High debt limits financial flexibility.,78
IRFC,con,CON2,Negative free cash flow raises concern about cash generation.,80
IRFC,con,CON3,Interest coverage below 1.5x indicates debt servicing risk.,85
IRFC,con,CON5,Low return on equity indicates poor capital efficiency.,80
IRFC,con,CON6,Low interest coverage increases financial risk.,90
IRFC,con,CON8,Debt levels are relatively high.,82
IRFC,con,CON9,Low earnings per share indicates weak profitability.,75
IRFC,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
IRFC,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
IRFC,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
IRFC,pro,PRO9,Strong earnings per share indicates healthy earnings quality.,80
ITC,con,CON7,Dividend payout above 100% appears unsustainable.,88
ITC,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
ITC,pro,PRO10,Return on equity indicates strengthening business quality.,78
ITC,pro,PRO12,Low leverage supports long-term sustainable growth.,80
ITC,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
ITC,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
ITC,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
ITC,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
ITC,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
JINDALSTEL,con,CON1,Debt-to-equity ratio of 2.16 is elevated.,90
JINDALSTEL,con,CON10,Low return on capital efficiency.,82
JINDALSTEL,con,CON11,High debt limits financial flexibility.,78
JINDALSTEL,con,CON2,Negative free cash flow raises concern about cash generation.,80
JINDALSTEL,con,CON3,Interest coverage below 1.5x indicates debt servicing risk.,85
JINDALSTEL,con,CON5,Low return on equity indicates poor capital efficiency.,80
JINDALSTEL,con,CON6,Low interest coverage increases financial risk.,90
JINDALSTEL,con,CON8,Debt levels are relatively high.,82
JINDALSTEL,con,CON9,Low earnings per share indicates weak profitability.,75
JINDALSTEL,pro,PRO10,Return on equity indicates strengthening business quality.,78
JINDALSTEL,pro,PRO12,Low leverage supports long-term sustainable growth.,80
JINDALSTEL,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
JINDALSTEL,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
JINDALSTEL,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
JINDALSTEL,pro,PRO9,Strong earnings per share indicates healthy earnings quality.,80
JIOFIN,con,CON10,Low return on capital efficiency.,82
JIOFIN,con,CON5,Low return on equity indicates poor capital efficiency.,80
JIOFIN,con,CON9,Low earnings per share indicates weak profitability.,75
JIOFIN,pro,PRO12,Low leverage supports long-term sustainable growth.,80
JIOFIN,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
JIOFIN,pro,PRO3,Debt-free balance sheet provides financial flexibility.,95
JIOFIN,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
JIOFIN,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
JIOFIN,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
JIOFIN,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
JSWENERGY,con,CON10,Low return on capital efficiency.,82
JSWENERGY,con,CON11,High debt limits financial flexibility.,78
JSWENERGY,con,CON2,Negative free cash flow raises concern about cash generation.,80
JSWENERGY,con,CON5,Low return on equity indicates poor capital efficiency.,80
JSWENERGY,con,CON8,Debt levels are relatively high.,82
JSWENERGY,con,CON9,Low earnings per share indicates weak profitability.,75
JSWENERGY,pro,PRO10,Return on equity indicates strengthening business quality.,78
JSWENERGY,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
JSWENERGY,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
JSWENERGY,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
JSWSTEEL,con,CON1,Debt-to-equity ratio of 2.23 is elevated.,90
JSWSTEEL,con,CON10,Low return on capital efficiency.,82
JSWSTEEL,con,CON11,High debt limits financial flexibility.,78
JSWSTEEL,con,CON2,Negative free cash flow raises concern about cash generation.,80
JSWSTEEL,con,CON3,Interest coverage below 1.5x indicates debt servicing risk.,85
JSWSTEEL,con,CON5,Low return on equity indicates poor capital efficiency.,80
JSWSTEEL,con,CON6,Low interest coverage increases financial risk.,90
JSWSTEEL,con,CON8,Debt levels are relatively high.,82
JSWSTEEL,con,CON9,Low earnings per share indicates weak profitability.,75
JSWSTEEL,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
JSWSTEEL,pro,PRO10,Return on equity indicates strengthening business quality.,78
JSWSTEEL,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
JSWSTEEL,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
JSWSTEEL,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
JSWSTEEL,pro,PRO9,Strong earnings per share indicates healthy earnings quality.,80
KOTAKBANK,con,CON1,Debt-to-equity ratio of 5.60 is elevated.,90
KOTAKBANK,con,CON11,High debt limits financial flexibility.,78
KOTAKBANK,con,CON2,Negative free cash flow raises concern about cash generation.,80
KOTAKBANK,con,CON3,Interest coverage below 1.5x indicates debt servicing risk.,85
KOTAKBANK,con,CON4,Operating margin is relatively weak.,75
KOTAKBANK,con,CON6,Low interest coverage increases financial risk.,90
KOTAKBANK,con,CON8,Debt levels are relatively high.,82
KOTAKBANK,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
KOTAKBANK,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
KOTAKBANK,pro,PRO9,Strong earnings per share indicates healthy earnings quality.,80
LICI,con,CON1,Debt-to-equity ratio of 332.59 is elevated.,90
LICI,con,CON11,High debt limits financial flexibility.,78
LICI,con,CON4,Operating margin is relatively weak.,75
LICI,con,CON8,Debt levels are relatively high.,82
LICI,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
LICI,pro,PRO10,Return on equity indicates strengthening business quality.,78
LICI,pro,PRO12,Low leverage supports long-term sustainable growth.,80
LICI,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
LICI,pro,PRO3,Debt-free balance sheet provides financial flexibility.,95
LICI,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
LICI,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
LICI,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
LICI,pro,PRO9,Strong earnings per share indicates healthy earnings quality.,80
LODHA,con,CON1,Debt-to-equity ratio of 3.48 is elevated.,90
LODHA,con,CON10,Low return on capital efficiency.,82
LODHA,con,CON11,High debt limits financial flexibility.,78
LODHA,con,CON2,Negative free cash flow raises concern about cash generation.,80
LODHA,con,CON3,Interest coverage below 1.5x indicates debt servicing risk.,85
LODHA,con,CON5,Low return on equity indicates poor capital efficiency.,80
LODHA,con,CON6,Low interest coverage increases financial risk.,90
LODHA,con,CON8,Debt levels are relatively high.,82
LODHA,con,CON9,Low earnings per share indicates weak profitability.,75
LODHA,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
LODHA,pro,PRO10,Return on equity indicates strengthening business quality.,78
LODHA,pro,PRO12,Low leverage supports long-term sustainable growth.,80
LODHA,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
LODHA,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
LODHA,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
LT,con,CON11,High debt limits financial flexibility.,78
LT,con,CON2,Negative free cash flow raises concern about cash generation.,80
LT,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
LT,pro,PRO10,Return on equity indicates strengthening business quality.,78
LT,pro,PRO12,Low leverage supports long-term sustainable growth.,80
LT,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
LT,pro,PRO3,Debt-free balance sheet provides financial flexibility.,95
LT,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
LT,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
LT,pro,PRO9,Strong earnings per share indicates healthy earnings quality.,80
LTIM,con,CON11,High debt limits financial flexibility.,78
LTIM,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
LTIM,pro,PRO10,Return on equity indicates strengthening business quality.,78
LTIM,pro,PRO12,Low leverage supports long-term sustainable growth.,80
LTIM,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
LTIM,pro,PRO3,Debt-free balance sheet provides financial flexibility.,95
LTIM,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
LTIM,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
LTIM,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
LTIM,pro,PRO9,Strong earnings per share indicates healthy earnings quality.,80
M&M,con,CON1,Debt-to-equity ratio of 2.05 is elevated.,90
M&M,con,CON10,Low return on capital efficiency.,82
M&M,con,CON11,High debt limits financial flexibility.,78
M&M,con,CON2,Negative free cash flow raises concern about cash generation.,80
M&M,con,CON5,Low return on equity indicates poor capital efficiency.,80
M&M,con,CON7,Dividend payout above 100% appears unsustainable.,88
M&M,con,CON8,Debt levels are relatively high.,82
M&M,con,CON9,Low earnings per share indicates weak profitability.,75
M&M,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
M&M,pro,PRO10,Return on equity indicates strengthening business quality.,78
M&M,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
M&M,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
M&M,pro,PRO9,Strong earnings per share indicates healthy earnings quality.,80
MARUTI,con,CON10,Low return on capital efficiency.,82
MARUTI,con,CON11,High debt limits financial flexibility.,78
MARUTI,con,CON2,Negative free cash flow raises concern about cash generation.,80
MARUTI,con,CON4,Operating margin is relatively weak.,75
MARUTI,con,CON5,Low return on equity indicates poor capital efficiency.,80
MARUTI,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
MARUTI,pro,PRO10,Return on equity indicates strengthening business quality.,78
MARUTI,pro,PRO12,Low leverage supports long-term sustainable growth.,80
MARUTI,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
MARUTI,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
MARUTI,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
MARUTI,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
MARUTI,pro,PRO9,Strong earnings per share indicates healthy earnings quality.,80
MOTHERSON,con,CON1,Debt-to-equity ratio of 2.14 is elevated.,90
MOTHERSON,con,CON10,Low return on capital efficiency.,82
MOTHERSON,con,CON11,High debt limits financial flexibility.,78
MOTHERSON,con,CON2,Negative free cash flow raises concern about cash generation.,80
MOTHERSON,con,CON4,Operating margin is relatively weak.,75
MOTHERSON,con,CON5,Low return on equity indicates poor capital efficiency.,80
MOTHERSON,con,CON8,Debt levels are relatively high.,82
MOTHERSON,con,CON9,Low earnings per share indicates weak profitability.,75
MOTHERSON,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
MOTHERSON,pro,PRO10,Return on equity indicates strengthening business quality.,78
MOTHERSON,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
MOTHERSON,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
MOTHERSON,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
MOTHERSON,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
NAUKRI,con,CON10,Low return on capital efficiency.,82
NAUKRI,con,CON2,Negative free cash flow raises concern about cash generation.,80
NAUKRI,con,CON3,Interest coverage below 1.5x indicates debt servicing risk.,85
NAUKRI,con,CON4,Operating margin is relatively weak.,75
NAUKRI,con,CON5,Low return on equity indicates poor capital efficiency.,80
NAUKRI,con,CON6,Low interest coverage increases financial risk.,90
NAUKRI,con,CON7,Dividend payout above 100% appears unsustainable.,88
NAUKRI,con,CON9,Low earnings per share indicates weak profitability.,75
NAUKRI,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
NAUKRI,pro,PRO10,Return on equity indicates strengthening business quality.,78
NAUKRI,pro,PRO12,Low leverage supports long-term sustainable growth.,80
NAUKRI,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
NAUKRI,pro,PRO4,Operating profit margin above 25% indicates strong pricing power.,85
NAUKRI,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
NAUKRI,pro,PRO7,Strong balance-sheet quality reduces financial stress.,82
NAUKRI,pro,PRO8,Dividend yield above 2% backed by positive free cash flow.,84
NAUKRI,pro,PRO9,Strong earnings per share indicates healthy earnings quality.,80
NESTLEIND,con,CON11,High debt limits financial flexibility.,78
NESTLEIND,con,CON7,Dividend payout above 100% appears unsustainable.,88
NESTLEIND,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
NESTLEIND,pro,PRO10,Return on equity indicates strengthening business quality.,78
NESTLEIND,pro,PRO12,Low leverage supports long-term sustainable growth.,80
NESTLEIND,pro,PRO2,Strong free cash flow generation signals healthy business fundamentals.,85
NESTLEIND,pro,PRO5,Very high interest coverage reflects negligible financial stress.,80
